HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,SURVTYPE,BestGridName_D,X_NAD,Y_NAD,Z_NAD
CIG____93_A_,WCI,265.18,105.5,-89.5,Unknown,NAD83_UTMZ13N,527556.7257,6436704.374,238.6758779
CIG____93_A_,WCI,274.32,98.5,-89.5,Unknown,NAD83_UTMZ13N,527556.8026,6436704.353,229.5362259
CIG____93_A_,WCI,283.46,93.5,-89.6,Unknown,NAD83_UTMZ13N,527556.8815,6436704.341,220.3965739
CIG____93_A_,WCI,292.61,97.5,-89.8,Unknown,NAD83_UTMZ13N,527556.9452,6436704.337,211.2467969
CIG____93_A_,WCI,301.75,118.5,-89.5,Unknown,NAD83_UTMZ13N,527556.9769,6436704.333,202.1068526
CIG____93_A_,WCI,310.9,98.5,-89.5,Unknown,NAD83_UTMZ13N,527557.047,6436704.295,192.957201
CIG____93_A_,WCI,320.04,88.5,-89.5,Unknown,NAD83_UTMZ13N,527557.1259,6436704.283,183.817549
CIG____93_A_,WCI,329.18,93.5,-89.6,Unknown,NAD83_UTMZ13N,527557.2056,6436704.285,174.6778971
CIG____93_A_,WCI,338.33,86.5,-89.7,Unknown,NAD83_UTMZ13N,527557.2694,6436704.281,165.52812
CIG____93_A_,WCI,347.47,136.5,-89.6,Unknown,NAD83_UTMZ13N,527557.3172,6436704.284,156.3882453
CIG____93_A_,WCI,356.62,72.5,-89.6,Unknown,NAD83_UTMZ13N,527557.3611,6436704.238,147.2384683
CIG____93_A_,WCI,365.76,72.5,-89.7,Unknown,NAD83_UTMZ13N,527557.422,6436704.257,138.098691
CIG____93_A_,WCI,374.9,88.5,-89.6,Unknown,NAD83_UTMZ13N,527557.4676,6436704.271,128.9588163
CIG____93_A_,WCI,384.05,90.5,-89.6,Unknown,NAD83_UTMZ13N,527557.5315,6436704.273,119.8090393
CIG____93_A_,WCI,393.19,95.5,-89.5,Unknown,NAD83_UTMZ13N,527557.5953,6436704.273,110.669262
CIG____93_A_,WCI,402.34,66.5,-89.5,Unknown,NAD83_UTMZ13N,527557.6748,6436704.265,101.5196104
CIG____93_A_,WCI,411.48,77.5,-89.4,Unknown,NAD83_UTMZ13N,527557.7479,6436704.297,92.37995847
CIG____93_A_,WCI,420.62,91.5,-89.6,Unknown,NAD83_UTMZ13N,527557.8414,6436704.317,83.24045962
CIG____93_A_,WCI,429.77,99.5,-89.3,Unknown,NAD83_UTMZ13N,527557.9052,6436704.316,74.0906826
CIG____93_A_,WCI,438.91,73.5,-89.3,Unknown,NAD83_UTMZ13N,527558.0154,6436704.297,64.95136472
CIG____93_A_,WCI,448.06,98.5,-89.6,Unknown,NAD83_UTMZ13N,527558.1225,6436704.329,55.80204759
CIG____93_A_,WCI,457.2,122.5,-89.4,Unknown,NAD83_UTMZ13N,527558.1857,6436704.32,46.66227032
CIG____93_A_,WCI,466.34,87.5,-89.6,Unknown,NAD83_UTMZ13N,527558.2664,6436704.268,37.52277148
CIG____93_A_,WCI,475.49,85.5,-89.8,Unknown,NAD83_UTMZ13N,527558.3302,6436704.271,28.37299446
CIG____93_A_,WCI,484.63,90.5,-89.7,Unknown,NAD83_UTMZ13N,527558.362,6436704.273,19.23305014
CIG____93_A_,WCI,496.2,113.5,-89.8,Unknown,NAD83_UTMZ13N,527558.4226,6436704.273,7.663208738
CIG____93_A_,WCI,497.4,113.5,-89.8,Unknown,NAD83_UTMZ13N,527558.4264,6436704.271,6.463216049
CIG____94___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526962,6436777,496.6
CIG____94___,WCI,6.1,33.5,-89.5,Unknown,NAD83_UTMZ13N,526962,6436777,490.5
CIG____94___,WCI,9.14,33.5,-89.8,Unknown,NAD83_UTMZ13N,526962.0146,6436777.022,487.4601158
CIG____94___,WCI,18.29,33.5,-89.2,Unknown,NAD83_UTMZ13N,526962.0323,6436777.049,478.3101715
CIG____94___,WCI,27.43,33.5,-89.4,Unknown,NAD83_UTMZ13N,526962.1027,6436777.155,469.1710624
CIG____94___,WCI,36.58,33.5,-89.7,Unknown,NAD83_UTMZ13N,526962.1556,6436777.235,460.0215641
CIG____94___,WCI,45.72,33.5,-89.7,Unknown,NAD83_UTMZ13N,526962.182,6436777.275,450.8816894
CIG____94___,WCI,54.86,173.5,-89.5,Unknown,NAD83_UTMZ13N,526962.2084,6436777.315,441.7418147
CIG____94___,WCI,64.01,153.5,-89.9,Unknown,NAD83_UTMZ13N,526962.2175,6436777.236,432.5921631
CIG____94___,WCI,73.15,121.5,-89.9,Unknown,NAD83_UTMZ13N,526962.2246,6436777.221,423.452177
CIG____94___,WCI,82.3,176.5,-89.7,Unknown,NAD83_UTMZ13N,526962.2382,6436777.213,414.302191
CIG____94___,WCI,91.44,133.5,-89.7,Unknown,NAD83_UTMZ13N,526962.2411,6436777.165,405.1623163
CIG____94___,WCI,100.58,148.5,-89.6,Unknown,NAD83_UTMZ13N,526962.2758,6436777.132,396.0224415
CIG____94___,WCI,109.73,131.5,-89.6,Unknown,NAD83_UTMZ13N,526962.3092,6436777.078,386.8726645
CIG____94___,WCI,118.87,113.5,-89.6,Unknown,NAD83_UTMZ13N,526962.357,6436777.035,377.7328873
CIG____94___,WCI,128.02,123.5,-89.6,Unknown,NAD83_UTMZ13N,526962.4156,6436777.01,368.5831102
CIG____94___,WCI,137.16,128.5,-89.6,Unknown,NAD83_UTMZ13N,526962.4688,6436776.975,359.443333
CIG____94___,WCI,146.3,138.5,-89.6,Unknown,NAD83_UTMZ13N,526962.5187,6436776.935,350.3035557
CIG____94___,WCI,155.45,135.5,-89.5,Unknown,NAD83_UTMZ13N,526962.561,6436776.887,341.1537787
CIG____94___,WCI,164.59,140.5,-89.6,Unknown,NAD83_UTMZ13N,526962.617,6436776.83,332.0141267
CIG____94___,WCI,173.74,140.5,-89.5,Unknown,NAD83_UTMZ13N,526962.6576,6436776.781,322.8643497
CIG____94___,WCI,182.88,105.5,-89.5,Unknown,NAD83_UTMZ13N,526962.7083,6436776.719,313.7246977
CIG____94___,WCI,192.02,115.5,-89.4,Unknown,NAD83_UTMZ13N,526962.7852,6436776.698,304.5850457
CIG____94___,WCI,201.17,123.5,-89.4,Unknown,NAD83_UTMZ13N,526962.8717,6436776.657,295.4355474
CIG____94___,WCI,204.22,116.5,-89.4,Unknown,NAD83_UTMZ13N,526962.8983,6436776.639,292.3857147
CIG____94___,WCI,207.26,125.5,-89.4,Unknown,NAD83_UTMZ13N,526962.9268,6436776.625,289.3458814
CIG____94___,WCI,210.31,120.5,-89.4,Unknown,NAD83_UTMZ13N,526962.9528,6436776.607,286.2960486
CIG____94___,WCI,346.9,120.5,-89.4,Unknown,NAD83_UTMZ13N,526964.1852,6436775.881,149.7135379
CIG____94_A_,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526962,6436777,496.6
CIG____94_A_,WCI,6.1,33.5,-89.5,Unknown,NAD83_UTMZ13N,526962,6436777,490.5
CIG____94_A_,WCI,9.14,33.5,-89.8,Unknown,NAD83_UTMZ13N,526962.0146,6436777.022,487.4601158
CIG____94_A_,WCI,18.29,33.5,-89.2,Unknown,NAD83_UTMZ13N,526962.0323,6436777.049,478.3101715
CIG____94_A_,WCI,27.43,33.5,-89.4,Unknown,NAD83_UTMZ13N,526962.1027,6436777.155,469.1710624
CIG____94_A_,WCI,36.58,33.5,-89.7,Unknown,NAD83_UTMZ13N,526962.1556,6436777.235,460.0215641
CIG____94_A_,WCI,45.72,33.5,-89.7,Unknown,NAD83_UTMZ13N,526962.182,6436777.275,450.8816894
CIG____94_A_,WCI,54.86,173.5,-89.5,Unknown,NAD83_UTMZ13N,526962.2084,6436777.315,441.7418147
CIG____94_A_,WCI,64.01,153.5,-89.9,Unknown,NAD83_UTMZ13N,526962.2175,6436777.236,432.5921631
CIG____94_A_,WCI,73.15,121.5,-89.9,Unknown,NAD83_UTMZ13N,526962.2246,6436777.221,423.452177
CIG____94_A_,WCI,82.3,176.5,-89.7,Unknown,NAD83_UTMZ13N,526962.2382,6436777.213,414.302191
CIG____94_A_,WCI,91.44,133.5,-89.7,Unknown,NAD83_UTMZ13N,526962.2411,6436777.165,405.1623163
CIG____94_A_,WCI,100.58,148.5,-89.6,Unknown,NAD83_UTMZ13N,526962.2758,6436777.132,396.0224415
CIG____94_A_,WCI,109.73,131.5,-89.6,Unknown,NAD83_UTMZ13N,526962.3092,6436777.078,386.8726645
CIG____94_A_,WCI,118.87,113.5,-89.6,Unknown,NAD83_UTMZ13N,526962.357,6436777.035,377.7328873
CIG____94_A_,WCI,128.02,123.5,-89.6,Unknown,NAD83_UTMZ13N,526962.4156,6436777.01,368.5831102
CIG____94_A_,WCI,137.16,128.5,-89.6,Unknown,NAD83_UTMZ13N,526962.4688,6436776.975,359.443333
CIG____94_A_,WCI,146.3,138.5,-89.6,Unknown,NAD83_UTMZ13N,526962.5187,6436776.935,350.3035557
CIG____94_A_,WCI,155.45,135.5,-89.5,Unknown,NAD83_UTMZ13N,526962.561,6436776.887,341.1537787
CIG____94_A_,WCI,164.59,140.5,-89.6,Unknown,NAD83_UTMZ13N,526962.617,6436776.83,332.0141267
CIG____94_A_,WCI,173.74,140.5,-89.5,Unknown,NAD83_UTMZ13N,526962.6576,6436776.781,322.8643497
CIG____94_A_,WCI,182.88,105.5,-89.5,Unknown,NAD83_UTMZ13N,526962.7083,6436776.719,313.7246977
CIG____94_A_,WCI,192.02,115.5,-89.4,Unknown,NAD83_UTMZ13N,526962.7852,6436776.698,304.5850457
CIG____94_A_,WCI,201.17,123.5,-89.4,Unknown,NAD83_UTMZ13N,526962.8717,6436776.657,295.4355474
CIG____94_A_,WCI,204.22,116.5,-89.4,Unknown,NAD83_UTMZ13N,526962.8983,6436776.639,292.3857147
CIG____94_A_,WCI,207.26,125.5,-89.4,Unknown,NAD83_UTMZ13N,526962.9268,6436776.625,289.3458814
CIG____94_A_,WCI,210.31,120.5,-89.4,Unknown,NAD83_UTMZ13N,526962.9528,6436776.607,286.2960486
CIG____94_A_,WCI,213.36,102.5,-89.4,Unknown,NAD83_UTMZ13N,526962.9803,6436776.59,283.2462158
CIG____94_A_,WCI,216.41,109.5,-88.9,Unknown,NAD83_UTMZ13N,526963.0115,6436776.583,280.1963831
CIG____94_A_,WCI,219.46,109.5,-87.7,Unknown,NAD83_UTMZ13N,526963.0667,6436776.564,277.1469451
CIG____94_A_,WCI,222.5,114.5,-87.7,Unknown,NAD83_UTMZ13N,526963.1817,6436776.523,274.1093942
CIG____94_A_,WCI,228.6,109.5,-87.8,Unknown,NAD83_UTMZ13N,526963.4044,6436776.422,268.0143084
CIG____94_A_,WCI,237.74,109.5,-87.9,Unknown,NAD83_UTMZ13N,526963.7352,6436776.305,258.8810453
CIG____94_A_,WCI,246.89,113.5,-87.7,Unknown,NAD83_UTMZ13N,526964.0512,6436776.193,249.7371905
CIG____94_A_,WCI,256.03,113.5,-87.8,Unknown,NAD83_UTMZ13N,526964.3876,6436776.046,240.6045537
CIG____94_A_,WCI,265.18,114.5,-87.7,Unknown,NAD83_UTMZ13N,526964.7097,6436775.906,231.461298
CIG____94_A_,WCI,274.32,113.5,-87.8,Unknown,NAD83_UTMZ13N,526965.0435,6436775.754,222.3286613
CIG____94_A_,WCI,283.46,113.5,-87.8,Unknown,NAD83_UTMZ13N,526965.3653,6436775.614,213.1953982
CIG____94_A_,WCI,292.61,110.5,-87.6,Unknown,NAD83_UTMZ13N,526965.6874,6436775.474,204.0521425
CIG____94_A_,WCI,301.75,108.5,-87.6,Unknown,NAD83_UTMZ13N,526966.0459,6436775.34,194.9201599
CIG____94_A_,WCI,310.9,113.5,-87.6,Unknown,NAD83_UTMZ13N,526966.4093,6436775.219,185.778186
CIG____94_A_,WCI,320.04,113.5,-87.9,Unknown,NAD83_UTMZ13N,526966.7603,6436775.066,176.6462033
CIG____94_A_,WCI,329.18,113.5,-87.4,Unknown,NAD83_UTMZ13N,526967.0674,6436774.932,167.5123418
CIG____94_A_,WCI,338.33,113.5,-87.4,Unknown,NAD83_UTMZ13N,526967.4481,6436774.767,158.3717611
CIG____94_A_,WCI,347.47,109.5,-87.6,Unknown,NAD83_UTMZ13N,526967.8283,6436774.602,149.2411701
CIG____94_A_,WCI,356.62,104.5,-87.7,Unknown,NAD83_UTMZ13N,526968.1895,6436774.474,140.0991962
CIG____94_A_,WCI,365.76,103.5,-87.4,Unknown,NAD83_UTMZ13N,526968.5446,6436774.382,130.9665594
CIG____94_A_,WCI,374.9,108.5,-87.4,Unknown,NAD83_UTMZ13N,526968.9478,6436774.285,121.8359684
CIG____94_A_,WCI,384.05,105.5,-87.9,Unknown,NAD83_UTMZ13N,526969.3414,6436774.153,112.6953877
CIG____94_A_,WCI,393.19,107.5,-87.2,Unknown,NAD83_UTMZ13N,526969.6641,6436774.064,103.5615262
CIG____94_A_,WCI,454.6,102.5,-87.5,Unknown,NAD83_UTMZ13N,526972.5251,6436773.162,42.22484126
CIG____94_B_,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526962,6436777,496.6
CIG____94_B_,WCI,6.1,33.5,-89.5,Unknown,NAD83_UTMZ13N,526962,6436777,490.5
CIG____94_B_,WCI,9.14,33.5,-89.8,Unknown,NAD83_UTMZ13N,526962.0146,6436777.022,487.4601158
CIG____94_B_,WCI,18.29,33.5,-89.2,Unknown,NAD83_UTMZ13N,526962.0323,6436777.049,478.3101715
CIG____94_B_,WCI,27.43,33.5,-89.4,Unknown,NAD83_UTMZ13N,526962.1027,6436777.155,469.1710624
CIG____94_B_,WCI,36.58,33.5,-89.7,Unknown,NAD83_UTMZ13N,526962.1556,6436777.235,460.0215641
CIG____94_B_,WCI,45.72,33.5,-89.7,Unknown,NAD83_UTMZ13N,526962.182,6436777.275,450.8816894
CIG____94_B_,WCI,54.86,173.5,-89.5,Unknown,NAD83_UTMZ13N,526962.2084,6436777.315,441.7418147
CIG____94_B_,WCI,64.01,153.5,-89.9,Unknown,NAD83_UTMZ13N,526962.2175,6436777.236,432.5921631
CIG____94_B_,WCI,73.15,121.5,-89.9,Unknown,NAD83_UTMZ13N,526962.2246,6436777.221,423.452177
CIG____94_B_,WCI,82.3,176.5,-89.7,Unknown,NAD83_UTMZ13N,526962.2382,6436777.213,414.302191
CIG____94_B_,WCI,91.44,133.5,-89.7,Unknown,NAD83_UTMZ13N,526962.2411,6436777.165,405.1623163
CIG____94_B_,WCI,100.58,148.5,-89.6,Unknown,NAD83_UTMZ13N,526962.2758,6436777.132,396.0224415
CIG____94_B_,WCI,109.73,131.5,-89.6,Unknown,NAD83_UTMZ13N,526962.3092,6436777.078,386.8726645
CIG____94_B_,WCI,118.87,113.5,-89.6,Unknown,NAD83_UTMZ13N,526962.357,6436777.035,377.7328873
CIG____94_B_,WCI,128.02,123.5,-89.6,Unknown,NAD83_UTMZ13N,526962.4156,6436777.01,368.5831102
CIG____94_B_,WCI,137.16,128.5,-89.6,Unknown,NAD83_UTMZ13N,526962.4688,6436776.975,359.443333
CIG____94_B_,WCI,146.3,138.5,-89.6,Unknown,NAD83_UTMZ13N,526962.5187,6436776.935,350.3035557
CIG____94_B_,WCI,155.45,135.5,-89.5,Unknown,NAD83_UTMZ13N,526962.561,6436776.887,341.1537787
CIG____94_B_,WCI,164.59,140.5,-89.6,Unknown,NAD83_UTMZ13N,526962.617,6436776.83,332.0141267
CIG____94_B_,WCI,173.74,140.5,-89.5,Unknown,NAD83_UTMZ13N,526962.6576,6436776.781,322.8643497
CIG____94_B_,WCI,182.88,105.5,-89.5,Unknown,NAD83_UTMZ13N,526962.7083,6436776.719,313.7246977
CIG____94_B_,WCI,192.02,115.5,-89.4,Unknown,NAD83_UTMZ13N,526962.7852,6436776.698,304.5850457
CIG____94_B_,WCI,201.17,123.5,-89.4,Unknown,NAD83_UTMZ13N,526962.8717,6436776.657,295.4355474
CIG____94_B_,WCI,204.22,116.5,-89.4,Unknown,NAD83_UTMZ13N,526962.8983,6436776.639,292.3857147
CIG____94_B_,WCI,207.26,125.5,-89.4,Unknown,NAD83_UTMZ13N,526962.9268,6436776.625,289.3458814
CIG____94_B_,WCI,210.31,120.5,-89.4,Unknown,NAD83_UTMZ13N,526962.9528,6436776.607,286.2960486
CIG____94_B_,WCI,213.36,102.5,-89.4,Unknown,NAD83_UTMZ13N,526962.9803,6436776.59,283.2462158
CIG____94_B_,WCI,216.41,109.5,-88.9,Unknown,NAD83_UTMZ13N,526963.0115,6436776.583,280.1963831
CIG____94_B_,WCI,219.46,109.5,-87.7,Unknown,NAD83_UTMZ13N,526963.0667,6436776.564,277.1469451
CIG____94_B_,WCI,222.5,114.5,-87.7,Unknown,NAD83_UTMZ13N,526963.1817,6436776.523,274.1093942
CIG____94_B_,WCI,228.6,109.5,-87.8,Unknown,NAD83_UTMZ13N,526963.4044,6436776.422,268.0143084
CIG____94_B_,WCI,237.74,109.5,-87.9,Unknown,NAD83_UTMZ13N,526963.7352,6436776.305,258.8810453
CIG____94_B_,WCI,246.89,113.5,-87.7,Unknown,NAD83_UTMZ13N,526964.0512,6436776.193,249.7371905
CIG____94_B_,WCI,256.03,113.5,-87.8,Unknown,NAD83_UTMZ13N,526964.3876,6436776.046,240.6045537
CIG____94_B_,WCI,265.18,114.5,-87.7,Unknown,NAD83_UTMZ13N,526964.7097,6436775.906,231.461298
CIG____94_B_,WCI,274.32,113.5,-87.8,Unknown,NAD83_UTMZ13N,526965.0435,6436775.754,222.3286613
CIG____94_B_,WCI,283.46,113.5,-87.8,Unknown,NAD83_UTMZ13N,526965.3653,6436775.614,213.1953982
CIG____94_B_,WCI,292.61,110.5,-87.6,Unknown,NAD83_UTMZ13N,526965.6874,6436775.474,204.0521425
CIG____94_B_,WCI,301.75,108.5,-87.6,Unknown,NAD83_UTMZ13N,526966.0459,6436775.34,194.9201599
CIG____94_B_,WCI,310.9,113.5,-87.6,Unknown,NAD83_UTMZ13N,526966.4093,6436775.219,185.778186
CIG____94_B_,WCI,320.04,113.5,-87.9,Unknown,NAD83_UTMZ13N,526966.7603,6436775.066,176.6462033
CIG____94_B_,WCI,329.18,113.5,-87.4,Unknown,NAD83_UTMZ13N,526967.0674,6436774.932,167.5123418
CIG____94_B_,WCI,338.33,113.5,-87.4,Unknown,NAD83_UTMZ13N,526967.4481,6436774.767,158.3717611
CIG____94_B_,WCI,347.47,109.5,-87.6,Unknown,NAD83_UTMZ13N,526967.8283,6436774.602,149.2411701
CIG____94_B_,WCI,356.62,104.5,-87.7,Unknown,NAD83_UTMZ13N,526968.1895,6436774.474,140.0991962
CIG____94_B_,WCI,365.76,103.5,-87.4,Unknown,NAD83_UTMZ13N,526968.5446,6436774.382,130.9665594
CIG____94_B_,WCI,374.9,108.5,-87.4,Unknown,NAD83_UTMZ13N,526968.9478,6436774.285,121.8359684
CIG____94_B_,WCI,384.05,105.5,-87.9,Unknown,NAD83_UTMZ13N,526969.3414,6436774.153,112.6953877
CIG____94_B_,WCI,393.19,107.5,-87.2,Unknown,NAD83_UTMZ13N,526969.6641,6436774.064,103.5615262
CIG____94_B_,WCI,402.34,102.5,-87.5,Unknown,NAD83_UTMZ13N,526970.0904,6436773.929,94.42245
CIG____94_B_,WCI,443.2,102.5,-87.5,Unknown,NAD83_UTMZ13N,526971.8304,6436773.544,53.60133967
CIG____95___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526013,6436639,466.7
CIG____95___,WCI,22.25,183.5,-88.6,Unknown,NAD83_UTMZ13N,526013,6436639,444.45
CIG____95___,WCI,25.3,176.5,-88.6,Unknown,NAD83_UTMZ13N,526012.9955,6436638.926,441.4009105
CIG____95___,WCI,31.39,168.5,-88.6,Unknown,NAD83_UTMZ13N,526013.0045,6436638.777,435.3127284
CIG____95___,WCI,40.54,169.5,-88.5,Unknown,NAD83_UTMZ13N,526013.0491,6436638.558,426.1654598
CIG____95___,WCI,49.68,168.5,-88.5,Unknown,NAD83_UTMZ13N,526013.0927,6436638.323,417.0285918
CIG____95___,WCI,58.83,165.5,-88.6,Unknown,NAD83_UTMZ13N,526013.1405,6436638.088,407.8817273
CIG____95___,WCI,67.97,166.5,-88.6,Unknown,NAD83_UTMZ13N,526013.1964,6436637.872,398.7444557
CIG____95___,WCI,77.11,166.5,-88.6,Unknown,NAD83_UTMZ13N,526013.2485,6436637.655,389.607184
CIG____95___,WCI,86.26,169.5,-88.7,Unknown,NAD83_UTMZ13N,526013.3007,6436637.437,380.4599154
CIG____95___,WCI,95.4,168.5,-88.6,Unknown,NAD83_UTMZ13N,526013.3385,6436637.233,371.322268
CIG____95___,WCI,104.55,168.5,-88.5,Unknown,NAD83_UTMZ13N,526013.383,6436637.014,362.1749993
CIG____95___,WCI,113.69,168.5,-88.5,Unknown,NAD83_UTMZ13N,526013.4307,6436636.78,353.0381314
CIG____95___,WCI,122.83,161.5,-88.4,Unknown,NAD83_UTMZ13N,526013.4784,6436636.545,343.9012634
CIG____95___,WCI,131.98,167.5,-88.6,Unknown,NAD83_UTMZ13N,526013.5595,6436636.303,334.7548309
CIG____95___,WCI,141.12,164.5,-88.6,Unknown,NAD83_UTMZ13N,526013.6078,6436636.085,325.6175593
CIG____95___,WCI,150.27,172.5,-88.5,Unknown,NAD83_UTMZ13N,526013.6676,6436635.87,316.4702906
CIG____95___,WCI,159.41,170.5,-88.4,Unknown,NAD83_UTMZ13N,526013.6988,6436635.633,307.3334227
CIG____95___,WCI,168.55,171.5,-88.4,Unknown,NAD83_UTMZ13N,526013.7409,6436635.381,298.1969862
CIG____95___,WCI,177.7,166.5,-88.4,Unknown,NAD83_UTMZ13N,526013.7787,6436635.128,289.0505537
CIG____95___,WCI,186.84,166.5,-88.4,Unknown,NAD83_UTMZ13N,526013.8383,6436634.88,279.9141172
CIG____95___,WCI,195.99,169.5,-88.4,Unknown,NAD83_UTMZ13N,526013.8979,6436634.632,270.7676847
CIG____95___,WCI,205.13,169.5,-88.4,Unknown,NAD83_UTMZ13N,526013.9444,6436634.381,261.6312482
CIG____95___,WCI,214.27,162.5,-88.3,Unknown,NAD83_UTMZ13N,526013.9909,6436634.13,252.4948118
CIG____95___,WCI,223.42,165.5,-88.3,Unknown,NAD83_UTMZ13N,526014.0726,6436633.871,243.348839
CIG____95___,WCI,232.56,165.5,-88.3,Unknown,NAD83_UTMZ13N,526014.1404,6436633.608,234.2128619
CIG____95___,WCI,241.71,169.5,-88.4,Unknown,NAD83_UTMZ13N,526014.2084,6436633.346,225.0668892
CIG____95___,WCI,250.85,165.5,-88.3,Unknown,NAD83_UTMZ13N,526014.2549,6436633.095,215.9304528
CIG____95___,WCI,259.99,164.5,-88.3,Unknown,NAD83_UTMZ13N,526014.3228,6436632.832,206.7944756
CIG____95___,WCI,269.14,164.5,-88.3,Unknown,NAD83_UTMZ13N,526014.3954,6436632.571,197.6485029
CIG____95___,WCI,278.28,165.5,-88.3,Unknown,NAD83_UTMZ13N,526014.4678,6436632.309,188.5125258
CIG____95___,WCI,287.43,164.5,-88.2,Unknown,NAD83_UTMZ13N,526014.5358,6436632.046,179.3665531
CIG____95___,WCI,296.57,164.5,-88.3,Unknown,NAD83_UTMZ13N,526014.6125,6436631.77,170.2310631
CIG____95___,WCI,305.71,168.5,-88.3,Unknown,NAD83_UTMZ13N,526014.685,6436631.509,161.095086
CIG____95___,WCI,314.86,163.5,-88.2,Unknown,NAD83_UTMZ13N,526014.7391,6436631.243,151.9491133
CIG____95___,WCI,324,163.5,-88.2,Unknown,NAD83_UTMZ13N,526014.8206,6436630.967,142.8136233
CIG____95___,WCI,333.15,157.5,-88.2,Unknown,NAD83_UTMZ13N,526014.9022,6436630.692,133.6681383
CIG____95___,WCI,342.29,159.5,-88.2,Unknown,NAD83_UTMZ13N,526015.0121,6436630.426,124.5326483
CIG____95___,WCI,351.43,165.5,-88.2,Unknown,NAD83_UTMZ13N,526015.1127,6436630.158,115.3971584
CIG____95___,WCI,363.63,163.5,-88.1,Unknown,NAD83_UTMZ13N,526015.2086,6436629.787,103.2031783
CIG____95___,WCI,369.72,163.5,-88.1,Unknown,NAD83_UTMZ13N,526015.266,6436629.593,97.11652651
CIG____95___,WCI,378.87,161.5,-88.2,Unknown,NAD83_UTMZ13N,526015.3521,6436629.302,87.97155703
CIG____95___,WCI,388.01,164.5,-88.4,Unknown,NAD83_UTMZ13N,526015.4432,6436629.03,78.83606707
CIG____95___,WCI,397.15,172.5,-88.3,Unknown,NAD83_UTMZ13N,526015.5114,6436628.784,69.69963062
CIG____95___,WCI,406.3,168.5,-88.1,Unknown,NAD83_UTMZ13N,526015.5468,6436628.515,60.5536579
CIG____95___,WCI,415.44,159.5,-88,Unknown,NAD83_UTMZ13N,526015.6073,6436628.218,51.41868292
CIG____95___,WCI,424.59,162.5,-88.2,Unknown,NAD83_UTMZ13N,526015.7191,6436627.919,42.27425686
CIG____95___,WCI,433.73,157.5,-88.1,Unknown,NAD83_UTMZ13N,526015.8054,6436627.645,33.13876689
CIG____95___,WCI,442.87,174.5,-88.4,Unknown,NAD83_UTMZ13N,526015.9214,6436627.365,24.00379192
CIG____95___,WCI,446.5,174.5,-88.4,Unknown,NAD83_UTMZ13N,526015.9311,6436627.264,20.3752072
CIG____96___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526013,6436610,466.4
CIG____96___,WCI,8.53,351.5,-89.9,Unknown,NAD83_UTMZ13N,526013,6436610,457.87
CIG____96___,WCI,11.58,351.5,-89.9,Unknown,NAD83_UTMZ13N,526012.9992,6436610.005,454.8200046
CIG____96___,WCI,20.73,351.5,-89.7,Unknown,NAD83_UTMZ13N,526012.9969,6436610.021,445.6700186
CIG____96___,WCI,29.87,29.5,-89.3,Unknown,NAD83_UTMZ13N,526012.9898,6436610.068,436.5301439
CIG____96___,WCI,39.01,50.5,-89.5,Unknown,NAD83_UTMZ13N,526013.0448,6436610.166,427.390826
CIG____96___,WCI,48.16,29.5,-89.4,Unknown,NAD83_UTMZ13N,526013.1064,6436610.216,418.2411744
CIG____96___,WCI,57.3,24.5,-89.4,Unknown,NAD83_UTMZ13N,526013.1535,6436610.3,409.1016755
CIG____96___,WCI,66.45,14.5,-89.5,Unknown,NAD83_UTMZ13N,526013.1932,6436610.387,399.9521772
CIG____96___,WCI,75.59,27.5,-89.5,Unknown,NAD83_UTMZ13N,526013.2132,6436610.464,390.8125253
CIG____96___,WCI,84.73,45.5,-89.5,Unknown,NAD83_UTMZ13N,526013.25,6436610.535,381.6728733
CIG____96___,WCI,93.88,56.5,-89.4,Unknown,NAD83_UTMZ13N,526013.307,6436610.591,372.5232217
CIG____96___,WCI,103.02,61.5,-89.4,Unknown,NAD83_UTMZ13N,526013.3868,6436610.644,363.3837229
CIG____96___,WCI,112.17,70.5,-89.4,Unknown,NAD83_UTMZ13N,526013.471,6436610.689,354.2342246
CIG____96___,WCI,121.31,73.5,-89.4,Unknown,NAD83_UTMZ13N,526013.5612,6436610.721,345.0947257
CIG____96___,WCI,130.45,51.5,-89.2,Unknown,NAD83_UTMZ13N,526013.653,6436610.748,335.9552269
CIG____96___,WCI,139.6,63.5,-89.3,Unknown,NAD83_UTMZ13N,526013.753,6436610.828,326.8061188
CIG____96___,WCI,148.74,84.5,-89.2,Unknown,NAD83_UTMZ13N,526013.8529,6436610.878,317.6668009
CIG____96___,WCI,157.89,83.5,-89.2,Unknown,NAD83_UTMZ13N,526013.9801,6436610.89,308.5176928
CIG____96___,WCI,167.03,83.5,-89.1,Unknown,NAD83_UTMZ13N,526014.1069,6436610.905,299.3785837
CIG____96___,WCI,176.17,78.5,-89.2,Unknown,NAD83_UTMZ13N,526014.2495,6436610.921,290.2397113
CIG____96___,WCI,185.32,72.5,-88.9,Unknown,NAD83_UTMZ13N,526014.3747,6436610.946,281.0906032
