HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,SURVTYPE,BestGridName_D,X_NAD,Y_NAD,Z_NAD
CIG____96___,WCI,194.46,14.5,-89.3,Unknown,NAD83_UTMZ13N,526014.5421,6436610.999,271.9522876
CIG____96___,WCI,197.51,21.5,-89.5,Unknown,NAD83_UTMZ13N,526014.5514,6436611.035,268.9025152
CIG____96___,WCI,200.56,29.5,-89.5,Unknown,NAD83_UTMZ13N,526014.5611,6436611.06,265.8526314
CIG____96___,WCI,203.61,21.5,-89.4,Unknown,NAD83_UTMZ13N,526014.5742,6436611.083,262.8027475
CIG____96___,WCI,206.65,13.5,-89.4,Unknown,NAD83_UTMZ13N,526014.5859,6436611.113,259.7629142
CIG____96___,WCI,209.7,12.5,-89.4,Unknown,NAD83_UTMZ13N,526014.5934,6436611.144,256.7130814
CIG____96___,WCI,212.75,21.5,-89.4,Unknown,NAD83_UTMZ13N,526014.6003,6436611.175,253.6632486
CIG____96___,WCI,221.89,25.5,-89.4,Unknown,NAD83_UTMZ13N,526014.6354,6436611.264,244.5237498
CIG____96___,WCI,231.04,21.5,-89.4,Unknown,NAD83_UTMZ13N,526014.6766,6436611.35,235.3742515
CIG____96___,WCI,240.18,3.5,-89.5,Unknown,NAD83_UTMZ13N,526014.7117,6436611.439,226.2347526
CIG____96___,WCI,243.23,26.5,-89.6,Unknown,NAD83_UTMZ13N,526014.7133,6436611.466,223.1848688
CIG____96___,WCI,246.28,3.5,-89.8,Unknown,NAD83_UTMZ13N,526014.7228,6436611.485,220.1349431
CIG____96___,WCI,249.33,39.5,-89.8,Unknown,NAD83_UTMZ13N,526014.7235,6436611.496,217.0849617
CIG____96___,WCI,252.37,94.5,-89.8,Unknown,NAD83_UTMZ13N,526014.7302,6436611.504,214.0449802
CIG____96___,WCI,255.42,103.5,-89.7,Unknown,NAD83_UTMZ13N,526014.7408,6436611.503,210.9949988
CIG____96___,WCI,258.47,78.5,-89.8,Unknown,NAD83_UTMZ13N,526014.7564,6436611.499,207.9450406
CIG____96___,WCI,267.61,38.5,-89.7,Unknown,NAD83_UTMZ13N,526014.7876,6436611.506,198.8050963
CIG____96___,WCI,276.76,63.5,-89.6,Unknown,NAD83_UTMZ13N,526014.8174,6436611.543,189.6552217
CIG____96___,WCI,285.9,66.5,-89.5,Unknown,NAD83_UTMZ13N,526014.8745,6436611.572,180.5154444
CIG____96___,WCI,295.05,66.5,-89.4,Unknown,NAD83_UTMZ13N,526014.9478,6436611.603,171.3657928
CIG____96___,WCI,304.19,47.5,-89.2,Unknown,NAD83_UTMZ13N,526015.0355,6436611.642,162.226294
CIG____96___,WCI,313.33,36.5,-89.4,Unknown,NAD83_UTMZ13N,526015.1296,6436611.728,153.0871849
CIG____96___,WCI,322.48,40.5,-89.4,Unknown,NAD83_UTMZ13N,526015.1866,6436611.805,143.9376866
CIG____96___,WCI,331.62,64.5,-89.4,Unknown,NAD83_UTMZ13N,526015.2488,6436611.878,134.7981878
CIG____96___,WCI,340.77,68.5,-89.4,Unknown,NAD83_UTMZ13N,526015.3353,6436611.919,125.6486895
CIG____96___,WCI,349.91,78.5,-89.3,Unknown,NAD83_UTMZ13N,526015.4243,6436611.954,116.5091906
CIG____96___,WCI,359.05,73.5,-89.2,Unknown,NAD83_UTMZ13N,526015.5337,6436611.976,107.3698728
CIG____96___,WCI,368.2,60.5,-89.2,Unknown,NAD83_UTMZ13N,526015.6562,6436612.013,98.22076466
CIG____96___,WCI,377.34,71.5,-89.3,Unknown,NAD83_UTMZ13N,526015.7673,6436612.075,89.08165559
CIG____96___,WCI,386.49,75.5,-89.2,Unknown,NAD83_UTMZ13N,526015.8733,6436612.111,79.93233846
CIG____96___,WCI,395.63,65.5,-89.1,Unknown,NAD83_UTMZ13N,526015.9969,6436612.143,70.79322939
CIG____96___,WCI,404.77,54.5,-89.2,Unknown,NAD83_UTMZ13N,526016.1275,6436612.202,61.65435697
CIG____96___,WCI,413.92,42.5,-89.3,Unknown,NAD83_UTMZ13N,526016.2315,6436612.277,52.50524887
CIG____96___,WCI,423.06,50.5,-89.1,Unknown,NAD83_UTMZ13N,526016.3069,6436612.359,43.36593099
CIG____96___,WCI,432.21,52.5,-89,Unknown,NAD83_UTMZ13N,526016.4178,6436612.45,34.2170598
CIG____96___,WCI,435.6,52.5,-89,Unknown,NAD83_UTMZ13N,526016.4648,6436612.486,30.82757612
CIG____97___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526212,6436689,464.6
CIG____97___,WCI,6.1,213.5,-89.8,Unknown,NAD83_UTMZ13N,526212,6436689,458.5
CIG____97___,WCI,12.19,213.5,-89.9,Unknown,NAD83_UTMZ13N,526211.9883,6436688.982,452.4100371
CIG____97___,WCI,21.34,213.5,-89.8,Unknown,NAD83_UTMZ13N,526211.9795,6436688.969,443.260051
CIG____97___,WCI,30.48,168.5,-89.9,Unknown,NAD83_UTMZ13N,526211.9618,6436688.942,434.1201067
CIG____97___,WCI,39.62,73.5,-89.9,Unknown,NAD83_UTMZ13N,526211.965,6436688.927,424.9801206
CIG____97___,WCI,48.77,43.5,-89.9,Unknown,NAD83_UTMZ13N,526211.9803,6436688.931,415.8301346
CIG____97___,WCI,57.91,5.5,-89.8,Unknown,NAD83_UTMZ13N,526211.9913,6436688.943,406.6901485
CIG____97___,WCI,67.06,25.5,-89.8,Unknown,NAD83_UTMZ13N,526211.9944,6436688.975,397.5402042
CIG____97___,WCI,76.2,2.5,-89.8,Unknown,NAD83_UTMZ13N,526212.0081,6436689.003,388.4002599
CIG____97___,WCI,85.34,355.5,-89.8,Unknown,NAD83_UTMZ13N,526212.0095,6436689.035,379.2603156
CIG____97___,WCI,94.49,79.5,-89.8,Unknown,NAD83_UTMZ13N,526212.007,6436689.067,370.1103714
CIG____97___,WCI,103.63,72.5,-89.5,Unknown,NAD83_UTMZ13N,526212.0384,6436689.073,360.970427
CIG____97___,WCI,112.78,43.5,-89.4,Unknown,NAD83_UTMZ13N,526212.1145,6436689.097,351.8207754
CIG____97___,WCI,121.92,43.5,-89.3,Unknown,NAD83_UTMZ13N,526212.1804,6436689.166,342.6812766
CIG____97___,WCI,131.06,40.5,-89.5,Unknown,NAD83_UTMZ13N,526212.2573,6436689.247,333.5419587
CIG____97___,WCI,140.21,55.5,-89.6,Unknown,NAD83_UTMZ13N,526212.3091,6436689.308,324.3923071
CIG____97___,WCI,149.35,70.5,-89.5,Unknown,NAD83_UTMZ13N,526212.3617,6436689.344,315.2525299
CIG____97___,WCI,158.5,63.5,-89.4,Unknown,NAD83_UTMZ13N,526212.437,6436689.371,306.1028783
CIG____97___,WCI,167.64,70.5,-89.3,Unknown,NAD83_UTMZ13N,526212.5226,6436689.414,296.9633794
CIG____97___,WCI,176.78,66.5,-89.2,Unknown,NAD83_UTMZ13N,526212.6279,6436689.451,287.8240615
CIG____97___,WCI,185.93,66.5,-89.1,Unknown,NAD83_UTMZ13N,526212.7451,6436689.502,278.6749534
CIG____97___,WCI,195.07,82.5,-89.1,Unknown,NAD83_UTMZ13N,526212.8767,6436689.559,269.536081
CIG____97___,WCI,204.22,82.5,-88.9,Unknown,NAD83_UTMZ13N,526213.0192,6436689.578,260.3872098
CIG____97___,WCI,213.36,87.5,-88.8,Unknown,NAD83_UTMZ13N,526213.1932,6436689.601,251.2488942
CIG____97___,WCI,222.5,83.5,-88.6,Unknown,NAD83_UTMZ13N,526213.3844,6436689.609,242.1108988
CIG____97___,WCI,231.65,86.5,-88.5,Unknown,NAD83_UTMZ13N,526213.6065,6436689.634,232.9636301
CIG____97___,WCI,240.79,81.5,-88.4,Unknown,NAD83_UTMZ13N,526213.8453,6436689.649,223.8267622
CIG____97___,WCI,243.84,81.5,-88.3,Unknown,NAD83_UTMZ13N,526213.9296,6436689.662,220.7779513
CIG____97___,WCI,246.89,84.5,-88.3,Unknown,NAD83_UTMZ13N,526214.019,6436689.675,217.7292938
CIG____97___,WCI,249.94,87.5,-88.1,Unknown,NAD83_UTMZ13N,526214.1091,6436689.684,214.6806362
CIG____97___,WCI,252.98,88.5,-88.1,Unknown,NAD83_UTMZ13N,526214.2098,6436689.688,211.6423075
CIG____97___,WCI,256.03,90.5,-88,Unknown,NAD83_UTMZ13N,526214.3109,6436689.691,208.5939844
CIG____97___,WCI,259.08,91.5,-88,Unknown,NAD83_UTMZ13N,526214.4173,6436689.69,205.5458424
CIG____97___,WCI,268.22,90.5,-88,Unknown,NAD83_UTMZ13N,526214.7362,6436689.681,196.4114102
CIG____97___,WCI,277.37,91.5,-87.9,Unknown,NAD83_UTMZ13N,526215.0555,6436689.679,187.2669841
CIG____97___,WCI,286.51,92.5,-88,Unknown,NAD83_UTMZ13N,526215.3903,6436689.67,178.1331226
CIG____97___,WCI,295.66,90.5,-87.9,Unknown,NAD83_UTMZ13N,526215.7094,6436689.656,168.9886965
CIG____97___,WCI,304.8,94.5,-87.9,Unknown,NAD83_UTMZ13N,526216.0443,6436689.653,159.854835
CIG____97___,WCI,313.94,96.5,-87.9,Unknown,NAD83_UTMZ13N,526216.3782,6436689.627,150.7209735
CIG____97___,WCI,323.09,95.5,-87.9,Unknown,NAD83_UTMZ13N,526216.7113,6436689.589,141.5771187
CIG____97___,WCI,332.23,90.5,-87.9,Unknown,NAD83_UTMZ13N,526217.0447,6436689.557,132.4432572
CIG____97___,WCI,341.38,95.5,-88.1,Unknown,NAD83_UTMZ13N,526217.38,6436689.554,123.2994024
CIG____97___,WCI,350.52,93.5,-88.1,Unknown,NAD83_UTMZ13N,526217.6816,6436689.525,114.1644274
CIG____97___,WCI,359.66,93.5,-88.2,Unknown,NAD83_UTMZ13N,526217.9841,6436689.506,105.0294524
CIG____97___,WCI,368.81,95.5,-88.1,Unknown,NAD83_UTMZ13N,526218.2709,6436689.489,95.88396741
CIG____97___,WCI,377.95,97.5,-88,Unknown,NAD83_UTMZ13N,526218.5726,6436689.46,86.74899244
CIG____97___,WCI,387.1,95.5,-87.9,Unknown,NAD83_UTMZ13N,526218.8892,6436689.418,77.60456637
CIG____97___,WCI,396.24,93.5,-88.1,Unknown,NAD83_UTMZ13N,526219.2226,6436689.386,68.47070485
CIG____97___,WCI,405.38,96.5,-88.1,Unknown,NAD83_UTMZ13N,526219.525,6436689.367,59.33572988
CIG____97___,WCI,414.53,95.5,-88,Unknown,NAD83_UTMZ13N,526219.8265,6436689.333,50.1907604
CIG____97___,WCI,423.67,93.5,-88,Unknown,NAD83_UTMZ13N,526220.144,6436689.302,41.05632824
CIG____97___,WCI,432.82,93.5,-88.1,Unknown,NAD83_UTMZ13N,526220.4627,6436689.283,31.91190217
CIG____97___,WCI,441.96,91.5,-88,Unknown,NAD83_UTMZ13N,526220.7652,6436689.264,22.7769272
CIG____97___,WCI,446.6,91.5,-88,Unknown,NAD83_UTMZ13N,526220.9271,6436689.26,18.13975376
CIG____98___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,527561,6436687,504.6
CIG____98___,WCI,6.1,270.5,-89.5,Unknown,NAD83_UTMZ13N,527561,6436687,498.5
CIG____98___,WCI,12.19,270.5,-89.4,Unknown,NAD83_UTMZ13N,527560.9469,6436687,492.4102319
CIG____98___,WCI,21.34,270.5,-89.3,Unknown,NAD83_UTMZ13N,527560.851,6436687.001,483.2607336
CIG____98___,WCI,30.48,270.5,-89.2,Unknown,NAD83_UTMZ13N,527560.7394,6436687.002,474.1214157
CIG____98___,WCI,39.62,270.5,-88.8,Unknown,NAD83_UTMZ13N,527560.6118,6436687.003,464.9823066
CIG____98___,WCI,48.77,270.5,-88.7,Unknown,NAD83_UTMZ13N,527560.4202,6436687.005,455.8343134
CIG____98___,WCI,51.82,270.5,-88.7,Unknown,NAD83_UTMZ13N,527560.351,6436687.006,452.7850984
CIG____98___,WCI,54.86,270.5,-88.6,Unknown,NAD83_UTMZ13N,527560.282,6436687.006,449.7458809
CIG____98___,WCI,57.91,269.5,-88.4,Unknown,NAD83_UTMZ13N,527560.2075,6436687.007,446.6967914
CIG____98___,WCI,60.96,268.5,-88.4,Unknown,NAD83_UTMZ13N,527560.1223,6436687.006,443.6479805
CIG____98___,WCI,64.01,268.5,-88.4,Unknown,NAD83_UTMZ13N,527560.0372,6436687.004,440.5991697
CIG____98___,WCI,67.06,266.5,-88.4,Unknown,NAD83_UTMZ13N,527559.9521,6436687.002,437.5503588
CIG____98___,WCI,70.1,272.5,-88.8,Unknown,NAD83_UTMZ13N,527559.8673,6436686.997,434.511544
CIG____98___,WCI,73.15,272.5,-88.9,Unknown,NAD83_UTMZ13N,527559.8035,6436686.999,431.462213
CIG____98___,WCI,76.2,268.5,-88.9,Unknown,NAD83_UTMZ13N,527559.745,6436687.002,428.412775
CIG____98___,WCI,79.25,269.5,-89,Unknown,NAD83_UTMZ13N,527559.6865,6436687,425.3633371
CIG____98___,WCI,82.3,265.5,-89.1,Unknown,NAD83_UTMZ13N,527559.6333,6436687,422.3138017
CIG____98___,WCI,85.34,258.5,-89,Unknown,NAD83_UTMZ13N,527559.5857,6436686.996,419.2741767
CIG____98___,WCI,94.49,254.5,-89.2,Unknown,NAD83_UTMZ13N,527559.4292,6436686.964,410.1255703
CIG____98___,WCI,103.63,248.5,-89.6,Unknown,NAD83_UTMZ13N,527559.3062,6436686.93,400.9864612
CIG____98___,WCI,112.78,297.5,-89.7,Unknown,NAD83_UTMZ13N,527559.2468,6436686.907,391.8366842
CIG____98___,WCI,121.92,272.5,-89.6,Unknown,NAD83_UTMZ13N,527559.2043,6436686.929,382.6968095
CIG____98___,WCI,131.06,298.5,-89.7,Unknown,NAD83_UTMZ13N,527559.1406,6436686.932,373.5570322
CIG____98___,WCI,140.21,266.5,-89.7,Unknown,NAD83_UTMZ13N,527559.0985,6436686.955,364.4071576
CIG____98___,WCI,149.35,193.5,-89.9,Unknown,NAD83_UTMZ13N,527559.0507,6436686.952,355.2672829
CIG____98___,WCI,158.5,54.5,-89.8,Unknown,NAD83_UTMZ13N,527559.047,6436686.936,346.1172969
CIG____98___,WCI,167.64,332.5,-89.8,Unknown,NAD83_UTMZ13N,527559.073,6436686.955,336.9773525
CIG____98___,WCI,176.78,168.5,-89.8,Unknown,NAD83_UTMZ13N,527559.0582,6436686.983,327.8374082
CIG____98___,WCI,185.93,85.5,-89.6,Unknown,NAD83_UTMZ13N,527559.0646,6436686.952,318.687464
CIG____98___,WCI,195.07,38.5,-89.6,Unknown,NAD83_UTMZ13N,527559.1282,6436686.957,309.5476867
CIG____98___,WCI,204.22,16.5,-89.7,Unknown,NAD83_UTMZ13N,527559.168,6436687.007,300.3979097
CIG____98___,WCI,213.36,90.5,-89.9,Unknown,NAD83_UTMZ13N,527559.1816,6436687.052,291.258035
CIG____98___,WCI,222.5,91.5,-89.6,Unknown,NAD83_UTMZ13N,527559.1975,6436687.052,282.1180489
CIG____98___,WCI,231.65,76.5,-89.4,Unknown,NAD83_UTMZ13N,527559.2614,6436687.051,272.9682719
CIG____98___,WCI,240.79,41.5,-89.4,Unknown,NAD83_UTMZ13N,527559.3544,6436687.073,263.828773
CIG____98___,WCI,249.94,23.5,-89.4,Unknown,NAD83_UTMZ13N,527559.4179,6436687.145,254.6792747
CIG____98___,WCI,259.08,40.5,-89.5,Unknown,NAD83_UTMZ13N,527559.4561,6436687.233,245.5397759
CIG____98___,WCI,268.22,53.5,-89.5,Unknown,NAD83_UTMZ13N,527559.5079,6436687.293,236.4001239
CIG____98___,WCI,277.37,56.5,-89.2,Unknown,NAD83_UTMZ13N,527559.5721,6436687.341,227.2504723
CIG____98___,WCI,286.51,43.5,-89.1,Unknown,NAD83_UTMZ13N,527559.6785,6436687.411,218.1113632
CIG____98___,WCI,295.66,34.5,-89.2,Unknown,NAD83_UTMZ13N,527559.7774,6436687.515,208.9624921
CIG____98___,WCI,304.8,34.5,-89.3,Unknown,NAD83_UTMZ13N,527559.8497,6436687.621,199.823383
CIG____98___,WCI,313.94,58.5,-89.5,Unknown,NAD83_UTMZ13N,527559.913,6436687.713,190.6840651
CIG____98___,WCI,323.09,68.5,-89.4,Unknown,NAD83_UTMZ13N,527559.981,6436687.754,181.5344135
CIG____98___,WCI,332.23,92.5,-89.3,Unknown,NAD83_UTMZ13N,527560.0701,6436687.789,172.3949147
CIG____98___,WCI,341.38,88.5,-89,Unknown,NAD83_UTMZ13N,527560.1818,6436687.785,163.2455975
CIG____98___,WCI,350.52,73.5,-88.8,Unknown,NAD83_UTMZ13N,527560.3412,6436687.789,154.1069896
CIG____98___,WCI,359.66,63.5,-89.3,Unknown,NAD83_UTMZ13N,527560.5248,6436687.843,144.9689941
CIG____98___,WCI,368.81,82.5,-89.2,Unknown,NAD83_UTMZ13N,527560.6248,6436687.893,135.819677
CIG____98___,WCI,377.95,86.5,-88.9,Unknown,NAD83_UTMZ13N,527560.7513,6436687.91,126.6805679
CIG____98___,WCI,387.1,80.5,-88.7,Unknown,NAD83_UTMZ13N,527560.9266,6436687.92,117.5322542
CIG____98___,WCI,396.24,81.5,-88.4,Unknown,NAD83_UTMZ13N,527561.1312,6436687.955,108.3946067
CIG____98___,WCI,405.38,82.5,-88.7,Unknown,NAD83_UTMZ13N,527561.3836,6436687.992,99.25817028
CIG____98___,WCI,414.53,91.5,-88.9,Unknown,NAD83_UTMZ13N,527561.5894,6436688.019,90.1105254
CIG____98___,WCI,423.67,96.5,-88.5,Unknown,NAD83_UTMZ13N,527561.7648,6436688.015,80.9722098
CIG____98___,WCI,432.82,87.5,-88.6,Unknown,NAD83_UTMZ13N,527562.0028,6436687.988,71.82534527
CIG____98___,WCI,441.96,85.5,-89,Unknown,NAD83_UTMZ13N,527562.2259,6436687.997,62.68807366
CIG____98___,WCI,451.1,96.5,-88.9,Unknown,NAD83_UTMZ13N,527562.3849,6436688.01,53.54946572
CIG____98___,WCI,460.25,97.5,-88.9,Unknown,NAD83_UTMZ13N,527562.5594,6436687.99,44.40115196
CIG____98___,WCI,469.39,87.5,-89,Unknown,NAD83_UTMZ13N,527562.7334,6436687.967,35.26283635
CIG____98___,WCI,478.54,85.5,-89.2,Unknown,NAD83_UTMZ13N,527562.8929,6436687.974,26.11422994
CIG____98___,WCI,487.68,80.5,-89.2,Unknown,NAD83_UTMZ13N,527563.0201,6436687.984,16.97512087
CIG____98___,WCI,496.82,51.5,-89.2,Unknown,NAD83_UTMZ13N,527563.146,6436688.005,7.836011798
CIG____98___,WCI,505.97,58.5,-89.1,Unknown,NAD83_UTMZ13N,527563.246,6436688.085,-1.313096297
CIG____98___,WCI,515.11,40.5,-89.2,Unknown,NAD83_UTMZ13N,527563.3684,6436688.16,-10.45196872
CIG____98___,WCI,520,40.5,-89.2,Unknown,NAD83_UTMZ13N,527563.4127,6436688.212,-15.34149206
CIG____99___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,526972,6436735,496.1
CIG____99___,WCI,4.88,301.5,-89.8,Unknown,NAD83_UTMZ13N,526972,6436735,491.22
CIG____99___,WCI,7.92,301.5,-89.7,Unknown,NAD83_UTMZ13N,526971.991,6436735.006,488.1800185
CIG____99___,WCI,17.07,301.5,-89.7,Unknown,NAD83_UTMZ13N,526971.9501,6436735.031,479.0301439
CIG____99___,WCI,26.21,301.5,-89.8,Unknown,NAD83_UTMZ13N,526971.9093,6436735.056,469.8902692
CIG____99___,WCI,35.36,301.5,-89.2,Unknown,NAD83_UTMZ13N,526971.8821,6436735.072,460.740325
CIG____99___,WCI,44.5,301.5,-89.1,Unknown,NAD83_UTMZ13N,526971.7733,6436735.139,451.6012159
CIG____99___,WCI,50.6,301.5,-87.8,Unknown,NAD83_UTMZ13N,526971.6916,6436735.189,445.5019685
CIG____99___,WCI,53.64,315.5,-88.7,Unknown,NAD83_UTMZ13N,526971.5921,6436735.25,442.4642092
CIG____99___,WCI,56.69,313.5,-88.8,Unknown,NAD83_UTMZ13N,526971.5436,6436735.299,439.4149942
CIG____99___,WCI,59.74,308.5,-88,Unknown,NAD83_UTMZ13N,526971.4972,6436735.343,436.3656631
CIG____99___,WCI,62.79,293.5,-88.7,Unknown,NAD83_UTMZ13N,526971.4139,6436735.41,433.3175211
CIG____99___,WCI,65.84,297.5,-89.1,Unknown,NAD83_UTMZ13N,526971.3505,6436735.437,430.2683062
CIG____99___,WCI,68.88,290.5,-89.3,Unknown,NAD83_UTMZ13N,526971.3081,6436735.459,427.2286812
CIG____99___,WCI,71.93,289.5,-89.4,Unknown,NAD83_UTMZ13N,526971.2732,6436735.472,424.1789088
CIG____99___,WCI,81.08,306.5,-89.4,Unknown,NAD83_UTMZ13N,526971.1829,6436735.504,415.0294105
CIG____99___,WCI,90.22,268.5,-89.4,Unknown,NAD83_UTMZ13N,526971.1059,6436735.561,405.8899117
CIG____99___,WCI,99.36,261.5,-89.6,Unknown,NAD83_UTMZ13N,526971.0103,6436735.559,396.7504128
CIG____99___,WCI,108.51,280.5,-89.4,Unknown,NAD83_UTMZ13N,526970.9471,6436735.549,387.6006358
CIG____99___,WCI,117.65,296.5,-89.7,Unknown,NAD83_UTMZ13N,526970.853,6436735.567,378.461137
CIG____99___,WCI,126.8,236.5,-89.7,Unknown,NAD83_UTMZ13N,526970.8101,6436735.588,369.3112624
CIG____99___,WCI,135.94,253.5,-89.6,Unknown,NAD83_UTMZ13N,526970.7702,6436735.562,360.1713877
CIG____99___,WCI,145.08,295.5,-89.4,Unknown,NAD83_UTMZ13N,526970.709,6436735.544,351.0316104
CIG____99___,WCI,154.23,327.5,-89.8,Unknown,NAD83_UTMZ13N,526970.6225,6436735.585,341.8821121
CIG____99___,WCI,157.28,295.5,-89.8,Unknown,NAD83_UTMZ13N,526970.6168,6436735.594,338.8321307
CIG____99___,WCI,160.32,237.5,-90,Unknown,NAD83_UTMZ13N,526970.6072,6436735.598,335.7921492
CIG____99___,WCI,163.37,237.5,-89.9,Unknown,NAD83_UTMZ13N,526970.6072,6436735.598,332.7421492
CIG____99___,WCI,166.42,175.5,-89.7,Unknown,NAD83_UTMZ13N,526970.6027,6436735.595,329.6921539
CIG____99___,WCI,169.47,183.5,-88.8,Unknown,NAD83_UTMZ13N,526970.604,6436735.58,326.6421957
CIG____99___,WCI,172.52,190.5,-89,Unknown,NAD83_UTMZ13N,526970.6001,6436735.516,323.5928646
CIG____99___,WCI,175.56,191.5,-89.1,Unknown,NAD83_UTMZ13N,526970.5904,6436735.464,320.5533276
CIG____99___,WCI,181.66,163.5,-89.1,Unknown,NAD83_UTMZ13N,526970.5713,6436735.37,314.4540801
CIG____99___,WCI,190.8,185.5,-88.9,Unknown,NAD83_UTMZ13N,526970.6121,6436735.232,305.3152077
CIG____99___,WCI,199.95,168.5,-89.2,Unknown,NAD83_UTMZ13N,526970.5953,6436735.057,296.1668939
CIG____99___,WCI,209.09,174.5,-88.2,Unknown,NAD83_UTMZ13N,526970.6207,6436734.932,287.0277849
CIG____99___,WCI,218.24,161.5,-88.9,Unknown,NAD83_UTMZ13N,526970.6483,6436734.646,277.8822998
CIG____99___,WCI,227.38,173.5,-88.8,Unknown,NAD83_UTMZ13N,526970.7039,6436734.48,268.7439842
CIG____99___,WCI,236.52,171.5,-88.9,Unknown,NAD83_UTMZ13N,526970.7256,6436734.289,259.6059888
CIG____99___,WCI,245.67,148.5,-89.1,Unknown,NAD83_UTMZ13N,526970.7516,6436734.116,250.457675
CIG____99___,WCI,254.81,148.5,-89,Unknown,NAD83_UTMZ13N,526970.8266,6436733.993,241.3188026
CIG____99___,WCI,263.96,180.5,-88.8,Unknown,NAD83_UTMZ13N,526970.91,6436733.857,232.1701962
CIG____99___,WCI,273.1,144.5,-89.1,Unknown,NAD83_UTMZ13N,526970.9083,6436733.666,223.0322007
CIG____99___,WCI,282.24,183.5,-89,Unknown,NAD83_UTMZ13N,526970.9917,6436733.549,213.8933283
CIG____99___,WCI,291.39,181.5,-89.2,Unknown,NAD83_UTMZ13N,526970.982,6436733.39,204.7447219
CIG____99___,WCI,300.53,155.5,-89.3,Unknown,NAD83_UTMZ13N,526970.9786,6436733.262,195.6056128
CIG____99___,WCI,309.68,185.5,-89,Unknown,NAD83_UTMZ13N,526971.025,6436733.16,186.4562957
CIG____99___,WCI,318.82,170.5,-89.3,Unknown,NAD83_UTMZ13N,526971.0097,6436733.001,177.3176878
CIG____99___,WCI,327.96,158.5,-89.3,Unknown,NAD83_UTMZ13N,526971.0281,6436732.891,168.1783699
CIG____99___,WCI,337.11,171.5,-89.5,Unknown,NAD83_UTMZ13N,526971.0691,6436732.787,159.0290528
CIG____99___,WCI,346.25,168.5,-89.5,Unknown,NAD83_UTMZ13N,526971.0809,6436732.708,149.8894008
CIG____99___,WCI,355.4,148.5,-89.3,Unknown,NAD83_UTMZ13N,526971.0968,6436732.63,140.7397492
CIG____99___,WCI,364.54,173.5,-89.2,Unknown,NAD83_UTMZ13N,526971.1551,6436732.535,131.6004313
CIG____99___,WCI,373.68,168.5,-89.4,Unknown,NAD83_UTMZ13N,526971.1696,6436732.408,122.4613222
CIG____99___,WCI,382.83,164.5,-89.1,Unknown,NAD83_UTMZ13N,526971.1887,6436732.314,113.3118239
CIG____99___,WCI,391.97,160.5,-89,Unknown,NAD83_UTMZ13N,526971.2271,6436732.176,104.1729515
CIG____99___,WCI,401.12,161.5,-89.2,Unknown,NAD83_UTMZ13N,526971.2804,6436732.025,95.02434511
CIG____99___,WCI,410.26,126.5,-89.1,Unknown,NAD83_UTMZ13N,526971.3209,6436731.904,85.88523605
CIG____99___,WCI,419.4,151.5,-88.8,Unknown,NAD83_UTMZ13N,526971.4363,6436731.819,76.74636362
CIG____99___,WCI,428.55,133.5,-88.6,Unknown,NAD83_UTMZ13N,526971.5277,6436731.651,67.59837037
CIG____99___,WCI,437.69,145.5,-88.7,Unknown,NAD83_UTMZ13N,526971.6897,6436731.497,58.46109875
CIG____99___,WCI,449,145.5,-88.7,Unknown,NAD83_UTMZ13N,526971.835,6436731.285,47.15400984
CIG___100___,WCI,0,0,-90,Unknown,NAD83_UTMZ13N,527567,6436820,496.8
CIG___100___,WCI,4.88,90.5,-89.8,Unknown,NAD83_UTMZ13N,527567,6436820,491.92
CIG___100___,WCI,14.02,90.5,-89.4,Unknown,NAD83_UTMZ13N,527567.0319,6436820,482.7800557
CIG___100___,WCI,23.16,90.5,-89.4,Unknown,NAD83_UTMZ13N,527567.1276,6436819.999,473.6405568
CIG___100___,WCI,32.31,90.5,-88.2,Unknown,NAD83_UTMZ13N,527567.2234,6436819.998,464.4910585
CIG___100___,WCI,41.45,90.5,-86.6,Unknown,NAD83_UTMZ13N,527567.5105,6436819.996,455.3555686
CIG___100___,WCI,50.6,90.5,-86.5,Unknown,NAD83_UTMZ13N,527568.0531,6436819.991,446.2216741
CIG___100___,WCI,53.64,90.5,-86.2,Unknown,NAD83_UTMZ13N,527568.2387,6436819.989,443.1873444
CIG___100___,WCI,56.69,91.5,-86.8,Unknown,NAD83_UTMZ13N,527568.4408,6436819.987,440.1440499
CIG___100___,WCI,59.74,90.5,-87.1,Unknown,NAD83_UTMZ13N,527568.611,6436819.983,437.0988056
CIG___100___,WCI,62.79,91.5,-87.3,Unknown,NAD83_UTMZ13N,527568.7653,6436819.982,434.0527115
CIG___100___,WCI,65.84,92.5,-87.8,Unknown,NAD83_UTMZ13N,527568.909,6436819.978,431.0060974
CIG___100___,WCI,68.88,88.5,-87.7,Unknown,NAD83_UTMZ13N,527569.0256,6436819.973,427.9683381
CIG___100___,WCI,78.03,85.5,-88.3,Unknown,NAD83_UTMZ13N,527569.3926,6436819.982,418.8257094
CIG___100___,WCI,87.17,89.5,-88.6,Unknown,NAD83_UTMZ13N,527569.663,6436820.004,409.6897323
CIG___100___,WCI,96.32,78.5,-89.1,Unknown,NAD83_UTMZ13N,527569.8865,6436820.006,400.5424637
