HOLEID,DEPTH,X,Y,Z,LATITUDE,LONGITUDE,TENEMENTID,PROSPECT,STARTDATE,ENDDATE,BestGridName_D
WC____530___,576,525575.492,6436595.607,476.566,58.0700979,-104.5664829,ML 5521,PHASE 2,07/01/2018,14/01/2018,NAD83_UTMZ13N
WC____531___,573,525575.421,6436595.829,476.656,58.0700999,-104.566484,ML 5521,PHASE 2,14/01/2018,20/01/2018,NAD83_UTMZ13N
WC____532___,557.5,527838.015,6436708.446,494.987,58.07097511,-104.5281188,ML 5521,CIGAR EAST,16/01/2018,22/01/2018,NAD83_UTMZ13N
WC____533-1_,701.4,523923.441,6438019.063,499.417,58.08297519,-104.594341,S-106555,CIGAR NORTH,27/01/2018,10/02/2018,NAD83_UTMZ13N
WC____533___,707.4,523923.441,6438019.063,499.417,58.08297519,-104.594341,S-106555,CIGAR NORTH,18/01/2018,27/01/2018,NAD83_UTMZ13N
WC____534___,518.2,525571.802,6436658.676,472.008,58.07066458,-104.5665385,ML 5521,PHASE 2,21/01/2018,26/01/2018,NAD83_UTMZ13N
WC____535-1_,560.5,531485.511,6439093.756,453.139,58.09215489,-104.4659714,S-106559,CONTACT,26/01/2018,01/02/2018,NAD83_UTMZ13N
WC____535___,173.5,531485.511,6439093.756,453.139,58.09215489,-104.4659714,S-106559,CONTACT,23/01/2018,26/01/2018,NAD83_UTMZ13N
WC____536___,683.5,522258.141,6438241.948,493.511,58.08506385,-104.6225579,S-106555,CIGAR NORTH,26/01/2018,07/02/2018,NAD83_UTMZ13N
WC____537-1_,548.5,534843.465,6441172.24,452.456,58.1105713,-104.4087097,S-106553,CONTACT,08/02/2018,14/02/2018,NAD83_UTMZ13N
WC____537___,275.5,534843.465,6441172.24,452.456,58.1105713,-104.4087097,S-106553,CONTACT,03/02/2018,07/02/2018,NAD83_UTMZ13N
WC____538___,779,521570.504,6438225.252,497.414,58.08494789,-104.6342202,S-106555,CIGAR NORTH,08/02/2018,21/02/2018,NAD83_UTMZ13N
WC____539-1_,596.4,523759.719,6438055.533,490.576,58.08331156,-104.5971135,S-106555,CIGAR NORTH,20/02/2018,01/03/2018,NAD83_UTMZ13N
WC____539___,641.4,523759.719,6438055.533,490.576,58.08331156,-104.5971135,S-106555,CIGAR NORTH,11/02/2018,18/02/2018,NAD83_UTMZ13N
WC____540___,48,535689.186,6441641.637,452.125,58.11471977,-104.394287,S-113761,CONTACT,15/02/2018,17/02/2018,NAD83_UTMZ13N
WC____540A__,578.1,535689.186,6441641.637,452.125,58.11471977,-104.394287,S-106553,CONTACT,17/02/2018,25/02/2018,NAD83_UTMZ13N
WC____541___,757,520583.033,6438292.789,497.706,58.08560145,-104.6509595,S-106555,CIGAR NORTH,23/02/2018,05/03/2018,NAD83_UTMZ13N
WC____542___,644.4,523759.719,6438055.533,490.576,58.08331156,-104.5971135,S-106555,CIGAR NORTH,02/03/2018,08/03/2018,NAD83_UTMZ13N
WC____543___,713,521570.776,6438317.036,497.566,58.08577226,-104.6342071,S-106555,CIGAR NORTH,06/03/2018,15/03/2018,NAD83_UTMZ13N
WC____544___,650.8,523442.265,6438158.542,481.1,58.08425366,-104.6024862,S-106555,CIGAR NORTH,09/03/2018,18/03/2018,NAD83_UTMZ13N
WC____545___,711.4,521096.097,6438290.189,515.763,58.08555398,-104.6422592,S-106555,CIGAR NORTH,16/03/2018,25/03/2018,NAD83_UTMZ13N
WC____546___,560.5,524684.701,6437755.621,476.243,58.08056729,-104.5814603,S-106555,CIGAR NORTH,19/03/2018,25/03/2018,NAD83_UTMZ13N
WC____547___,647.4,525854.93,6437616.721,494.737,58.07925302,-104.5616338,S-106556,TIBIA WEST,26/03/2018,03/04/2018,NAD83_UTMZ13N
WC____548___,611.4,523871.395,6437705.699,484.459,58.08016345,-104.5952554,S-106555,CIGAR NORTH,26/03/2018,03/04/2018,NAD83_UTMZ13N
WC____549___,608.4,525073.447,6437836.627,484.526,58.08127304,-104.5748603,S-106556,CIGAR NORTH,03/04/2018,10/04/2018,NAD83_UTMZ13N
WC____550___,533.4,525073.584,6438053.448,476.892,58.08322045,-104.5748348,S-106556,CIGAR NORTH,10/04/2018,16/04/2018,NAD83_UTMZ13N
